battery,Year,Car_Brand,Name,mileage_in_km,price_in_usd,AGM,battery_price
70Ah,2017,Toyota,Rav 4,24000,28500,,32000
70Ah,2021,Toyota,Rav 4,59546,31700,,32000
70Ah,2020,Toyota,Rav 4,57000,35000,,32000
70Ah,2020,Toyota,Rav 4,100000,25000,,32000
70Ah,2021,Toyota,Rav 4,50000,39700,,32000
70Ah,2020,Toyota,Rav 4,91327,28750,,32000
70Ah,2018,Toyota,Rav 4,72430,19375,,32000
70Ah,2018,Toyota,Rav 4,90838,19625,,32000
70Ah,2017,Toyota,Rav 4,19358,7375,,32000
70Ah,2018,Toyota,Rav 4,18254,8375,,32000
70Ah,2018,Toyota,Rav 4,14001,19375,,32000
70Ah,2022,Toyota,Rav 4,10000,35700,,32000
70Ah,2022,Toyota,Rav 4,5934,15625,,32000
70Ah,2020,Toyota,Rav 4,8247,14375,,32000
70Ah,2019,Toyota,Rav 4,9395,12875,,32000
70Ah,2022,Toyota,Rav 4,5147,16000,,32000
70Ah,2020,Toyota,Rav 4,5822,14500,,32000
70Ah,2020,Toyota,Rav 4,7193,14375,,32000
70Ah,2022,Toyota,Rav 4,4932,16000,,32000
70Ah,2021,Toyota,Rav 4,6124,15375,,32000
70Ah,2022,Toyota,Rav 4,4821,16375,,32000
70Ah,2021,Toyota,Rav 4,7614,15375,,32000
70Ah,2021,Toyota,Rav 4,6118,15250,,32000
70Ah,2022,Toyota,Rav 4,6397,16000,,32000
70Ah,2020,Toyota,Rav 4,6317,14375,,32000
70Ah,2022,Toyota,Rav 4,4827,16000,,32000
70Ah,2019,Toyota,Rav 4,6339,13125,,32000
70Ah,2021,Toyota,Rav 4,5814,15375,,32000
70Ah,2022,Toyota,Rav 4,4932,16000,,32000
70Ah,2022,Toyota,Rav 4,5217,15500,,32000
70Ah,2022,Toyota,Rav 4,5114,15875,,32000
70Ah,2020,Toyota,Rav 4,5774,14375,,32000
70Ah,2021,Toyota,Rav 4,5288,15375,,32000
70Ah,2018,Toyota,Rav 4,8354,8125,,32000
70Ah,2020,Toyota,Rav 4,64374,27500,,32000
70Ah,2017,Toyota,Rav 4,12947,7625,,32000
70Ah,2017,Toyota,Rav 4,12733,7375,,32000
70Ah,2020,Toyota,Rav 4,7639,14125,,32000
70Ah,2018,Toyota,Rav 4,11074,8125,,32000
70Ah,2016,Toyota,Rav 4,50000,31700,,32000
70Ah,2020,Toyota,Rav 4,7314,14250,,32000
70Ah,2017,Toyota,Rav 4,12934,7625,,32000
70Ah,2020,Toyota,Rav 4,7395,14375,,32000
70Ah,2018,Toyota,Rav 4,61155,25300,,32000
70Ah,2023,Toyota,Rav 4,4368,17750,,32000
70Ah,2021,Toyota,Rav 4,6913,15375,,32000
70Ah,2004,Toyota,Rav 4,310000,9000,,32000
70Ah,2017,Toyota,Rav 4,110000,21500,,32000
70Ah,2017,Toyota,Rav 4,60000,23827,,32000
70Ah,2022,Toyota,Rav 4,21000,31500,,32000
70Ah,2019,Toyota,Rav 4,38120,29900,,32000
70Ah,2022,Toyota,Rav 4,25428,,,32000
70Ah,2017,Toyota,Rav 4,91733,29000,,32000
70Ah,2020,Toyota,Rav 4,80000,37500,,32000
70Ah,2017,Toyota,Rav 4,100000,20000,,32000
70Ah,2020,Toyota,Rav 4,22000,27000,,32000
70Ah,2022,Toyota,Rav 4,4800,41000,,32000
70Ah,2022,Toyota,Rav 4,38624,14375,,32000
70Ah,2020,Toyota,Rav 4,64374,27000,,32000
70Ah,2017,Toyota,Rav 4,100000,26500,,32000
70Ah,2020,Toyota,Rav 4,60000,30000,,32000
70Ah,2024,Toyota,Rav 4,240,48375,,32000
70Ah,2024,Toyota,Rav 4,135,47125,,32000
70Ah,2024,Toyota,Rav 4,72,35875,,32000
70Ah,2017,Toyota,Rav 4,88514,25500,,32000
70Ah,2024,Toyota,Rav 4,72,42125,,32000
70Ah,2023,Toyota,Rav 4,31688,25875,,32000
70Ah,2020,Toyota,Rav 4,33244,24625,,32000
70Ah,2022,Toyota,Rav 4,81072,25875,,32000
70Ah,2021,Toyota,Rav 4,44102,19625,,32000
70Ah,2022,Toyota,Rav 4,25750,,,32000
70Ah,2021,Toyota,Rav 4,16783,9500,,32000
70Ah,2018,Toyota,Rav 4,18452,6250,,32000
70Ah,2017,Toyota,Rav 4,19347,5750,,32000
70Ah,2017,Toyota,Rav 4,19957,5750,,32000
70Ah,2017,Toyota,Rav 4,18736,5750,,32000
70Ah,2017,Toyota,Rav 4,19762,6125,,32000
70Ah,2019,Toyota,Rav 4,18246,7125,,32000
70Ah,2021,Toyota,Rav 4,24140,7375,,32000
70Ah,2018,Toyota,Rav 4,18735,7625,,32000
70Ah,2022,Toyota,Rav 4,15846,9500,,32000
70Ah,2019,Toyota,Rav 4,72420,7375,,32000
70Ah,2016,Toyota,Rav 4,133576,16000,,32000
70Ah,2020,Toyota,Rav 4,39000,32500,,32000
70Ah,2017,Toyota,Rav 4,19354,6125,,32000
70Ah,2021,Toyota,Rav 4,16795,9750,,32000
70Ah,2020,Toyota,Rav 4,24357,28750,,32000
70Ah,2017,Toyota,Rav 4,58632,18750,,32000
70Ah,2019,Toyota,Rav 4,66594,25000,,32000
70Ah,2019,Toyota,Rav 4,34697,26875,,32000
70Ah,2019,Toyota,Rav 4,35576,26250,,32000
70Ah,2019,Toyota,Rav 4,38546,22500,,32000
70Ah,2019,Toyota,Rav 4,44459,25000,,32000
70Ah,2019,Toyota,Rav 4,79675,25000,,32000
70Ah,2019,Toyota,Rav 4,31970,23125,,32000
70Ah,2021,Toyota,Rav 4,25750,34500,,32000
70Ah,2018,Toyota,Rav 4,69202,8125,,32000
70Ah,2017,Toyota,Rav 4,17395,7625,,32000
70Ah,2018,Toyota,Rav 4,16347,8125,,32000
70Ah,2021,Toyota,Rav 4,9336,15375,,32000
70Ah,2018,Toyota,Rav 4,13947,8125,,32000
70Ah,2021,Toyota,Rav 4,6174,15375,,32000
70Ah,2021,Toyota,Rav 4,6174,15375,,32000
70Ah,2020,Toyota,Rav 4,6714,14250,,32000
70Ah,2019,Toyota,Rav 4,13114,13125,,32000
70Ah,2021,Toyota,Rav 4,5119,15500,,32000
70Ah,2012,Toyota,Rav 4,106217,19800,,32000
70Ah,2018,Toyota,Rav 4,14395,8125,,32000
70Ah,2022,Toyota,Rav 4,11000,38000,,32000
70Ah,2021,Audi,S5,17683,,Y,70000
70Ah,2022,Audi,S5,9900,,Y,70000
70Ah,2021,Audi,S5,2967,,Y,70000
70Ah,2018,Audi,S5,354000,60000,Y,70000
70Ah,2019,Volkswagen,Tiguan,36000,15800,Y,70000
70Ah,2016,Volkswagen,Tiguan,122310,16500,Y,70000
70Ah,2018,Volkswagen,Tiguan,88514,19000,Y,70000
70Ah,2020,Volkswagen,Tiguan,41000,30000,Y,70000
70Ah,2022,Volkswagen,Tiguan,41843,10875,Y,70000
70Ah,2013,Volkswagen,Tiguan,115000,12500,,32000
70Ah,2020,Volkswagen,Tiguan,53459,23375,Y,70000
70Ah,2023,Volkswagen,Tiguan,21071,23375,Y,70000
70Ah,2023,Volkswagen,Tiguan,33362,22125,Y,70000
70Ah,2022,Volkswagen,Tiguan,32798,29625,Y,70000
70Ah,2021,Volkswagen,Tiguan,14100,11750,Y,70000
70Ah,2020,Volkswagen,Tiguan,21000,9625,Y,70000
70Ah,2018,Volkswagen,Tiguan,25000,6875,Y,70000
70Ah,2009,Volkswagen,Tiguan,135000,12000,,32000
70Ah,2017,Volkswagen,Tiguan,80467,29000,Y,70000
70Ah,2020,Volkswagen,Tiguan,8245,9375,Y,70000
70Ah,2018,Volkswagen,Tiguan,12934,6875,Y,70000
70Ah,2022,Volkswagen,Tiguan,5291,14375,Y,70000
70Ah,2019,Volkswagen,Tiguan,8226,8125,Y,70000
70Ah,2020,Volkswagen,Tiguan,11320,10500,Y,70000
70Ah,2023,Volkswagen,Tiguan,8047,15625,Y,70000
70Ah,2024,Volkswagen,Tiguan,15,,Y,70000
70Ah,2021,Volkswagen,Tiguan,25000,35000,Y,70000
70Ah,2018,Volkswagen,Tiguan,12943,7000,Y,70000
70Ah,2021,Volkswagen,Tiguan,4933,13125,Y,70000
70Ah,2020,Chevrolet,Trailblazer,64374,22000,,32000
70Ah,2021,Chevrolet,Trailblazer,69202,4625,,32000
70Ah,2020,Chevrolet,Trailblazer,95000,18000,,32000
70Ah,2022,Chevrolet,Trailblazer,38624,5625,,32000
70Ah,2024,Chevrolet,Trailblazer,16,43750,,32000
70Ah,2021,Chevrolet,Trailblazer,58000,5000,,32000
70Ah,2023,Hyundai,Tucson,7000,,,32000
70Ah,2018,Hyundai,Tucson,67000,17500,,32000
70Ah,2013,Hyundai,Tucson,117482,12800,,32000
70Ah,2023,Hyundai,Tucson,755,36800,,32000
70Ah,2019,Hyundai,Tucson,83686,19500,,32000
70Ah,2021,Hyundai,Tucson,45062,10625,,32000
70Ah,2019,Hyundai,Tucson,65000,7500,,32000
70Ah,2018,Hyundai,Tucson,52000,19800,,32000
70Ah,2010,Hyundai,Tucson,148000,11800,,32000
70Ah,2021,Hyundai,Tucson,35406,9875,,32000
70Ah,2020,Hyundai,Tucson,42648,19187.5,,32000
70Ah,2018,Hyundai,Tucson,98054,20000,,32000
70Ah,2017,Hyundai,Tucson,20739,5250,,32000
70Ah,2017,Hyundai,Tucson,19358,4875,,32000
70Ah,2019,Hyundai,Tucson,90000,20800,,32000
70Ah,2009,Hyundai,Tucson,249448,11000,,32000
70Ah,2018,Hyundai,Tucson,24111,6750,,32000
70Ah,2017,Hyundai,Tucson,25000,6250,,32000
70Ah,2019,Hyundai,Tucson,24710,9750,,32000
70Ah,2020,Hyundai,Tucson,18364,8250,,32000
70Ah,2020,Hyundai,Tucson,18354,5875,,32000
70Ah,2018,Hyundai,Tucson,17935,6875,,32000
70Ah,2019,Hyundai,Tucson,18394,7750,,32000
70Ah,2019,Hyundai,Tucson,18365,7875,,32000
70Ah,2020,Hyundai,Tucson,18286,8500,,32000
70Ah,2018,Hyundai,Tucson,19354,7000,,32000
70Ah,2018,Hyundai,Tucson,19354,7125,,32000
70Ah,2019,Hyundai,Tucson,21832,7625,,32000
70Ah,2019,Hyundai,Tucson,18625,7875,,32000
70Ah,2019,Hyundai,Tucson,18346,7750,,32000
70Ah,2021,Hyundai,Tucson,16934,9125,,32000
70Ah,2019,Hyundai,Tucson,18345,7625,,32000
70Ah,2017,Hyundai,Tucson,208981,6125,,32000
70Ah,2019,Hyundai,Tucson,58500,23000,,32000
70Ah,2019,Hyundai,Tucson,18245,7375,,32000
70Ah,2019,Hyundai,Tucson,10931,7625,,32000
70Ah,2021,Hyundai,Tucson,5287,10125,,32000
70Ah,2019,Hyundai,Tucson,6741,7375,,32000
70Ah,2021,Hyundai,Tucson,5668,10125,,32000
70Ah,2017,Hyundai,Tucson,12933,6500,,32000
70Ah,2019,Hyundai,Tucson,5714,7625,,32000
70Ah,2017,Hyundai,Tucson,12954,6375,,32000
70Ah,2019,Hyundai,Tucson,62764,19000,,32000
70Ah,2017,Hyundai,Tucson,80000,18700,,32000
70Ah,2018,Hyundai,Tucson,122310,17000,,32000
70Ah,2017,Hyundai,Tucson,67592,18200,,32000
70Ah,2019,Hyundai,Tucson,114263,17500,,32000
70Ah,2014,Hyundai,Tucson,127138,14500,,32000
70Ah,2023,Hyundai,Tucson,43670,26875,,32000
70Ah,2023,Hyundai,Tucson,50434,26250,,32000
70Ah,2021,Hyundai,Tucson,51618,17500,,32000
70Ah,2022,Hyundai,Tucson,12649,26875,,32000
70Ah,2021,Hyundai,Tucson,71630,19625,,32000
70Ah,2020,Hyundai,Tucson,79514,15625,,32000
70Ah,2019,Hyundai,Tucson,65598,17500,,32000
70Ah,2021,Hyundai,Tucson,78673,18750,,32000
70Ah,2023,Hyundai,Tucson,8000,30000,,32000
70Ah,2017,Hyundai,Tucson,19952,5125,,32000
70Ah,2017,Hyundai,Tucson,19845,5125,,32000
70Ah,2021,Hyundai,Tucson,16834,7000,,32000
70Ah,2018,Hyundai,Tucson,18347,5125,,32000
70Ah,2016,Hyundai,Tucson,22739,4375,,32000
70Ah,2020,Hyundai,Tucson,18327,6250,,32000
70Ah,2019,Hyundai,Tucson,18246,5750,,32000
70Ah,2018,Hyundai,Tucson,18347,5000,,32000
70Ah,2020,Hyundai,Tucson,17348,6375,,32000
70Ah,2020,Hyundai,Tucson,14806,21250,,32000
70Ah,2019,Hyundai,Tucson,18345,5750,,32000
70Ah,2018,Hyundai,Tucson,18347,5000,,32000
70Ah,2017,Hyundai,Tucson,19824,4500,,32000
70Ah,2020,Hyundai,Tucson,51189,20000,,32000
70Ah,2017,Hyundai,Tucson,20498,4875,,32000
70Ah,2019,Hyundai,Tucson,18420,20000,,32000
70Ah,2020,Hyundai,Tucson,23007,18750,,32000
70Ah,2019,Hyundai,Tucson,44800,19375,,32000
70Ah,2020,Hyundai,Tucson,20693,20625,,32000
70Ah,2019,Hyundai,Tucson,21177,19375,,32000
70Ah,2020,Hyundai,Tucson,51189,20625,,32000
70Ah,2019,Hyundai,Tucson,38281,21250,,32000
70Ah,2020,Hyundai,Tucson,94951,20500,,32000
70Ah,2014,Hyundai,Tucson,125529,11500,,32000
70Ah,2023,Lamborghini,Urus,50,,Y,70000
70Ah,2023,Lamborghini,Urus,10,,Y,70000
70Ah,2023,Lamborghini,Urus,10,,Y,70000
70Ah,2023,Lamborghini,Urus,10,,Y,70000
70Ah,2023,Lamborghini,Urus,10,,Y,70000
70Ah,2023,Lamborghini,Urus,90,,Y,70000
70Ah,2023,Lamborghini,Urus,200,,Y,70000
70Ah,2023,Lamborghini,Urus,55,,Y,70000
70Ah,2023,Lamborghini,Urus,50,,Y,70000
70Ah,2023,Lamborghini,Urus,10,,Y,70000
70Ah,2023,Lamborghini,Urus,50,,Y,70000
70Ah,2023,Lamborghini,Urus,500,,Y,70000
70Ah,2023,Lamborghini,Urus,10,,Y,70000
70Ah,2019,Lamborghini,Urus,100000,281250,Y,70000
70Ah,2023,Lamborghini,Urus,100,,Y,70000
70Ah,2023,Lamborghini,Urus,10,,Y,70000
70Ah,2023,Lamborghini,Urus,10,,Y,70000
70Ah,2023,Lamborghini,Urus,100,,Y,70000
70Ah,2021,Lamborghini,Urus,46671,123750,Y,70000
70Ah,2016,Mercedes-Benz,V 250,72000,53000,Y,70000
70Ah,2019,Mercedes-Benz,V 250,67000,66000,Y,70000
70Ah,2018,Mercedes-Benz,V 250,90000,59000,Y,70000
70Ah,2015,Mercedes-Benz,V 250,185000,50000,Y,70000
70Ah,2022,Mercedes-Benz,V 250,8000,,Y,70000
70Ah,2002,Opel,Vectra,215000,6000,,32000
70Ah,1994,Opel,Vectra,602658,2700,,32000
70Ah,1995,Opel,Vectra,350000,3000,,32000
70Ah,2023,BMW,X1,8000,54000,Y,70000
70Ah,2017,BMW,X1,47000,,Y,70000
70Ah,2016,BMW,X1,193121,17500,Y,70000
70Ah,2019,BMW,X1,5000,27500,Y,70000
70Ah,2023,BMW,X1,42,56250,Y,70000
70Ah,2018,BMW,X1,19352,9375,Y,70000
70Ah,2019,BMW,X1,45866,30200,Y,70000
70Ah,2017,BMW,X1,150000,28700,Y,70000
70Ah,2020,BMW,X1,8255,20125,Y,70000
70Ah,2019,BMW,X1,25750,24600,Y,70000
70Ah,2022,BMW,X1,29000,36500,Y,70000
70Ah,2020,BMW,X1,35000,30000,Y,70000
70Ah,2021,BMW,X1,72420,13125,Y,70000
70Ah,2016,BMW,X1,115000,24000,Y,70000
70Ah,2020,BMW,X1,19312,11250,Y,70000
70Ah,2021,Volvo,XC40,13700,39700,Y,70000
70Ah,2021,Volvo,XC40,32187,11875,Y,70000
70Ah,2019,Volvo,XC40,21500,36000,Y,70000
70Ah,2019,Volvo,XC40,18000,35000,Y,70000
70Ah,2022,Volvo,XC40,11000,37700,Y,70000
70Ah,2019,Volvo,XC40,60050,,Y,70000
70Ah,2018,Volvo,XC40,73500,,Y,70000
70Ah,2023,Volvo,XC40,10,65000,Y,70000
70Ah,2022,Volvo,XC40,1950,,Y,70000
70Ah,2021,Volvo,XC40,16013,42187.5,Y,70000
70Ah,2020,Volvo,XC40,40385,26875,Y,70000
70Ah,2019,Volvo,XC40,21841,25000,Y,70000
70Ah,2017,Jaguar,XJ,60000,40000,Y,70000
70Ah,2012,Jaguar,XJ,199000,17000,,32000
70Ah,2006,Opel,Zafira,315000,6800,,32000
70Ah,2003,Opel,Zafira,200000,6200,,32000
70Ah,2003,Opel,Zafira,242000,6500,,32000
70Ah,2003,Opel,Zafira,190000,7000,,32000
70Ah,2000,Opel,Zafira,100000,5200,,32000
70Ah,2003,Opel,Zafira,30000,7000,,32000
70Ah,2005,Opel,Zafira,290000,6000,,32000
70Ah,2002,Opel,Zafira,187000,6500,,32000
70Ah,2002,Opel,Zafira,196000,5100,,32000
70Ah,2008,Opel,Zafira,134000,6900,,32000
70Ah,2003,Opel,Zafira,150000,8000,,32000
70Ah,1999,Opel,Zafira,440000,6000,,32000
70Ah,2003,Opel,Zafira,250000,7400,,32000
70Ah,2004,Opel,Zafira,240000,7200,,32000
70Ah,2002,Opel,Zafira,187000,6500,,32000
70Ah,2003,Opel,Zafira,236200,6700,,32000
70Ah,2001,Opel,Zafira,330000,4500,,32000
70Ah,2008,Opel,Zafira,220000,,,32000
70Ah,2006,Opel,Zafira,220000,7000,,32000
70Ah,2003,Opel,Zafira,242000,7400,,32000
70Ah,2008,GAZ,Газель,230000,9500,,32000
70Ah,2005,GAZ,Газель,50000,8500,,32000
70Ah,2005,GAZ,Газель,400000,7000,,32000
70Ah,2007,GAZ,Садко,20000,19000,,32000
75Ah,2015,Chrysler,200,177028,12500,,34000
75Ah,2016,Chrysler,200,96561,12000,,34000
75Ah,2016,Chrysler,200,109757,12200,,34000
75Ah,2016,Chrysler,200,167000,11700,,34000
75Ah,2014,Mercedes-Benz,200,130000,17000,,34000
75Ah,2015,Chrysler,200,10000,10700,,34000
75Ah,2016,Chrysler,200,192383,9562.5,,34000
75Ah,2022,Toyota,4-Runner,40234,22500,,34000
75Ah,2016,Toyota,4-Runner,109000,,,34000
75Ah,2017,Toyota,4-Runner,141292,35000,,34000
75Ah,2008,Toyota,4-Runner,263932,21500,,34000
75Ah,2022,Toyota,4-Runner,40234,22500,,34000
75Ah,2003,Toyota,4-Runner,450616,16000,,34000
75Ah,2020,Toyota,4-Runner,72420,40000,,34000
75Ah,2019,Toyota,4-Runner,106217,16250,,34000
75Ah,2007,Toyota,4-Runner,281635,19753,,34000
75Ah,2022,Toyota,4-Runner,96491,33375,,34000
75Ah,2022,Toyota,4-Runner,96491,33375,,34000
75Ah,2023,Toyota,4-Runner,47051,42125,,34000
75Ah,2022,Toyota,4-Runner,77015,34625,,34000
75Ah,2023,Toyota,4-Runner,43298,39625,,34000
75Ah,2024,Toyota,4-Runner,950,57125,,34000
75Ah,2024,Toyota,4-Runner,3038,57125,,34000
75Ah,2021,Toyota,4-Runner,99440,34625,,34000
75Ah,2023,Toyota,4-Runner,43298,39625,,34000
75Ah,2016,Mazda,6,153000,15000,,34000
75Ah,2014,Mazda,6,88000,12900,,34000
75Ah,2018,Mazda,6,101000,17000,,34000
75Ah,2017,Mazda,6,160934,20000,,34000
75Ah,2013,Mazda,6,96000,14500,,34000
75Ah,2017,Mazda,6,67000,14600,,34000
75Ah,2008,Mazda,6,141000,9000,,34000
75Ah,2019,Mazda,6,63569,28300,,34000
75Ah,2021,Mazda,6,40000,18500,,34000
75Ah,2016,Mazda,6,42000,19500,,34000
75Ah,2015,Mazda,6,125000,12000,,34000
75Ah,2019,Mazda,6,62000,23500,,34000
75Ah,2018,Mazda,6,50000,20500,,34000
75Ah,2018,Mazda,6,73000,21000,,34000
75Ah,2016,Mazda,6,118000,16000,,34000
75Ah,2016,Mazda,6,94951,17800,,34000
75Ah,2017,Mazda,6,49000,13000,,34000
75Ah,2017,Mazda,6,86905,17000,,34000
75Ah,2018,Mazda,6,96000,17500,,34000
75Ah,2017,Mazda,6,97575,18500,,34000
75Ah,2021,Mazda,6,13000,19000,,34000
75Ah,2018,Mazda,6,45062,21900,,34000
75Ah,2013,Mazda,6,163000,13900,,34000
75Ah,2017,Mazda,6,88000,17800,,34000
75Ah,2018,Mazda,6,41843,22500,,34000
75Ah,2021,Mazda,6,23000,28600,,34000
75Ah,2021,Mazda,6,30578,29900,,34000
75Ah,2020,Mazda,6,31000,23300,,34000
75Ah,2019,Mazda,6,50000,,,34000
75Ah,2020,Mazda,6,31000,23300,,34000
75Ah,2021,Mazda,6,48000,27500,,34000
75Ah,2016,Mazda,6,132000,15300,,34000
75Ah,2018,Mazda,6,105000,21500,,34000
75Ah,2015,Mazda,6,163000,13500,,34000
75Ah,2018,Mazda,6,38624,21000,,34000
75Ah,2018,Mazda,6,59000,22000,,34000
75Ah,2021,Mazda,6,19,22000,,34000
75Ah,2017,Mazda,6,160934,15500,,34000
75Ah,2018,Mazda,6,156106,22600,,34000
75Ah,2020,Mazda,6,115000,20800,,34000
75Ah,2018,Mazda,6,90000,21500,,34000
75Ah,2017,Mazda,6,148000,14100,,34000
75Ah,2016,Mazda,6,17703,14500,,34000
75Ah,2021,Mazda,6,12000,24000,,34000
75Ah,2014,Mazda,6,172200,12500,,34000
75Ah,2015,Mazda,6,141622,16800,,34000
75Ah,2021,Mazda,6,31872,31000,,34000
75Ah,2020,Mazda,6,22000,25700,,34000
75Ah,2021,Mazda,6,25000,27900,,34000
75Ah,2015,Mazda,6,100000,15000,,34000
75Ah,2019,Mazda,6,90000,17300,,34000
75Ah,2020,Mazda,6,43452,,,34000
75Ah,2018,Mazda,6,45000,21000,,34000
75Ah,2013,Mazda,6,202777,14500,,34000
75Ah,2021,Mazda,6,16947,6000,,34000
75Ah,2017,Mazda,6,146000,16300,,34000
75Ah,2018,Mazda,6,98170,23500,,34000
75Ah,2018,Mazda,6,122310,21000,,34000
75Ah,2013,Mazda,6,95000,14500,,34000
75Ah,2016,Mazda,6,126000,15200,,34000
75Ah,2018,Mazda,6,18374,5250,,34000
75Ah,2018,Mazda,6,96561,21000,,34000
75Ah,2018,Mazda,6,23600,5437.5,,34000
75Ah,2018,Mazda,6,24551,5500,,34000
75Ah,2018,Mazda,6,25000,5250,,34000
75Ah,2016,Mazda,6,136000,18300,,34000
75Ah,2017,Mazda,6,122740,6750,,34000
75Ah,2018,Mazda,6,136057,11125,,34000
75Ah,2019,Mazda,6,97000,25000,,34000
75Ah,2017,Mazda,6,46925,11000,,34000
75Ah,2017,Mazda,6,40893,10937.5,,34000
75Ah,2018,Mazda,6,144841,19300,,34000
75Ah,2018,Mazda,6,18687,5375,,34000
75Ah,2017,Mazda,6,5000,5625,,34000
75Ah,2021,Mazda,6,13900,9125,,34000
75Ah,2020,Mazda,6,17694,6375,,34000
75Ah,2019,Mazda,6,32187,13093.75,,34000
75Ah,2020,Mazda,6,17694,9875,,34000
75Ah,2020,Mazda,6,17934,11125,,34000
75Ah,2019,Mazda,6,18347,9375,,34000
75Ah,2019,Mazda,6,65983,26300,,34000
75Ah,2019,Mazda,6,54500,26500,,34000
75Ah,2022,Mazda,6,15000,27500,,34000
75Ah,2020,Mazda,6,55000,26700,,34000
75Ah,2017,Mazda,6,12732,6375,,34000
75Ah,2017,Mazda,6,12963,5875,,34000
75Ah,2017,Mazda,6,12735,6000,,34000
75Ah,2012,Mazda,6,153000,9500,,34000
75Ah,2018,Mazda,6,7311,7750,,34000
75Ah,2018,Mazda,6,5671,7625,,34000
75Ah,2019,Mazda,6,6824,8125,,34000
75Ah,2021,Mazda,6,5822,10500,,34000
75Ah,2017,Mazda,6,11832,5875,,34000
75Ah,2020,Mazda,6,6274,9875,,34000
75Ah,2017,Mazda,6,12195,5875,,34000
75Ah,2018,Mazda,6,7325,7625,,34000
75Ah,2018,Mazda,6,10741,7625,,34000
75Ah,2019,Mazda,6,7532,8125,,34000
75Ah,2021,Mazda,6,6722,10500,,34000
75Ah,2018,Mazda,6,8359,7625,,34000
75Ah,2018,Mazda,6,9317,7625,,34000
75Ah,2018,Mazda,6,112654,17500,,34000
75Ah,2015,Mazda,6,170000,14800,,34000
75Ah,2021,Mazda,6,38624,14900,,34000
75Ah,2015,Mazda,6,121450,16450,,34000
75Ah,2021,Mazda,6,14162,25500,,34000
75Ah,2018,Mazda,6,154175,19700,,34000
75Ah,2019,Mazda,6,10139,21900,,34000
75Ah,2017,Mazda,6,96561,18500,,34000
75Ah,2019,Mazda,6,50000,25000,,34000
75Ah,2020,Mazda,6,41000,28000,,34000
75Ah,2015,Mazda,6,89000,13500,,34000
75Ah,2019,Mazda,6,54000,26000,,34000
75Ah,2015,Mazda,6,125000,12900,,34000
75Ah,2021,Mazda,6,88514,11250,,34000
75Ah,2014,Mazda,6,82000,12500,,34000
75Ah,2020,Mazda,6,80000,19000,,34000
75Ah,2019,Mazda,6,94951,17200,,34000
75Ah,2020,Mazda,6,44500,,,34000
75Ah,2018,Mazda,6,56000,19999,,34000
75Ah,2018,Mazda,6,107826,19999,,34000
75Ah,2018,Mazda,6,18648,4125,,34000
75Ah,2018,Mazda,6,102193,17500,,34000
75Ah,2020,Mazda,6,18347,4875,,34000
75Ah,2020,Mazda,6,85295,23500,,34000
75Ah,2015,Mazda,6,201168,11800,,34000
75Ah,2021,Mazda,6,13380,20625,,34000
75Ah,2018,Mazda,6,106127,19750,,34000
75Ah,2018,Mazda,6,50171,21875,,34000
75Ah,2020,Mazda,6,23550,20000,,34000
75Ah,2017,Mazda,6,81655,12000,,34000
75Ah,2016,Mazda,6,113180,13000,,34000
75Ah,2017,Mazda,6,178908,12375,,34000
75Ah,2016,Mazda,6,80203,15000,,34000
75Ah,2018,Mazda,6,70563,21125,,34000
75Ah,2018,Mazda,6,51309,20625,,34000
75Ah,2017,Mazda,6,83901,16250,,34000
75Ah,2017,Mazda,6,86761,15625,,34000
75Ah,2017,Mazda,6,58664,15625,,34000
75Ah,2018,Mazda,6,71224,19375,,34000
75Ah,2017,Mazda,6,49855,18750,,34000
75Ah,2018,Mazda,6,57302,21250,,34000
75Ah,2018,Mazda,6,16247,8250,,34000
75Ah,2019,Honda,Accord,85295,18750,,34000
75Ah,2022,Honda,Accord,3862,,,34000
75Ah,2018,Honda,Accord,89000,21500,,34000
75Ah,2011,Honda,Accord,194731,10500,,34000
75Ah,2020,Honda,Accord,40234,19500,,34000
75Ah,2020,Honda,Accord,23335,27000,,34000
75Ah,2020,Honda,Accord,23335,27000,,34000
75Ah,2017,Honda,Accord,173231,11000,,34000
75Ah,2020,Honda,Accord,56000,28000,,34000
75Ah,2021,Honda,Accord,52000,24400,,34000
75Ah,2021,Honda,Accord,48600,25800,,34000
75Ah,2022,Honda,Accord,11000,29900,,34000
75Ah,2017,Honda,Accord,165762,17200,,34000
75Ah,2022,Honda,Accord,5000,29900,,34000
75Ah,2019,Honda,Accord,94951,8750,,34000
75Ah,2017,Honda,Accord,201168,14500,,34000
75Ah,2020,Honda,Accord,40000,29500,,34000
75Ah,2018,Honda,Accord,184000,16900,,34000
75Ah,2022,Honda,Accord,33796,22900,,34000
75Ah,2013,Honda,Accord,233355,13000,,34000
75Ah,2021,Honda,Accord,26000,24300,,34000
75Ah,2019,Honda,Accord,123919,21500,,34000
75Ah,2014,Honda,Accord,125529,15000,,34000
75Ah,2022,Honda,Accord,3800,31000,,34000
75Ah,2018,Honda,Accord,102998,20900,,34000
75Ah,2020,Honda,Accord,37015,24000,,34000
75Ah,2020,Honda,Accord,39000,22000,,34000
75Ah,2018,Honda,Accord,133576,19000,,34000
75Ah,2015,Honda,Accord,138082,16000,,34000
75Ah,2021,Honda,Accord,16732,8375,,34000
75Ah,2020,Honda,Accord,25750,8125,,34000
75Ah,2022,Honda,Accord,62443,30900,,34000
